index,text,label_text,label_code
1079,"The world's top investors - & - are investing billions in the climate crisis and human rights abuses. It's time to divest from fossil fuels, #DefundDeforestation, and end violent border regimes! NEW REPORT: ",Strongly agree with climate change,2
1080,  This doesn't have to be a disaster movie. It's time to #JustLookUp and confront the climate crisis head-on. We're counting on you to pass #BuildBackBetter and a budget that champions #climateaction ,Strongly agree with climate change,2
1081,"RT We don't believe your promises on climate change, Vanessa Nakate told delegates at #COP26. ""I am here to say: Prove us wrong... We desperately need you to prove us wrong. Please prove us wrong. God help us all if you fail to prove us wrong."" ",Strongly agree with climate change,2
1082,"If there are delays getting people to hospital, which costs their life, these people from Extinction Rebellion are responsible. Totally unacceptable. Police seem useless. They should be removing these criminals immediately, not having a chat. You can't reason with these idiots. ",Strongly disagree with climate change,-2
1083,"More than 400 killed, 40,000 displaced from recent floods in South Africa. This is at 1.2C of global heating. 1.5C IS NOT SAFE #EarthDay",Neutral to climate change,0
1084,"RT Okay but if the market was gonna solve climate change, how come it's a crisis now?",Strongly agree with climate change,2
1085,"Built by and in consultation with more than 50 experts from 14 countries, the new framework highlights key action areas that are important for philanthropy and other actors when developing effective digitally enabled climate solutions. ",Slightly agree with climate change,1
1086,"RT Nearly 60% of young people surveyed were very or extremely worried about the climate crisis, and 45% said this harms their daily life and functioning. And three-quarters of 16- to 25-year-olds surveyed said the future is frightening."" ",Strongly agree with climate change,2
1087,"It beggars belief but in Western Australia climate crisis is completely overlooked by industry and government, instead there is a stampede to open up whole new gas and oil fields. The obvious response to expand renewables is overlooked, or dismissed ",Strongly agree with climate change,2
1088,RT Polluters given the green light to dump raw sewage into rivers destroying wildlife at will. All thanks to Brexit #BrexitDisaster #BrexitReality #ToryScum ,irrelevant or no opinion on climate change,99
1089,"Last week, a climate change-fueled wildfire burned down over 1,000 homes in Colorado. ""We're essentially sitting ducks to the repercussions of climate change if we don't acknowledge it, says Jennifer Balch (of ",Strongly agree with climate change,2
1090,There is only one way to save the world from the climate crisis. That's the Turbine I recommend. There is no other way out. You will stop one harmful Energy system and try to activate other harmful Energy systems in its place.Revert this wrong way. ,Strongly agree with climate change,2
1091,"You know, it's kinda sad that the Hisui form Pokemon stop existing when Hisui was slowly transforming into Sinnoh :( I can't think of a reason why the Hisui forms stopped existing, maybe the change of climate? #PokemonLegends ",Neutral to climate change,0
1092,"They will control us from their gilded towers. Build back better, Climate Change, the great re-set, sustainability. We will own nothing....and be happy. I do not have the words to frame how much I despise them.",Strongly disagree with climate change,-2
1093,You can still register for the free Contemporary Conversations series featuring at 7 p.m. tomorrow. Kolbert will participate in a virtual conversation on climate change and how our habits and decisions can make an impact. Register  ,Slightly agree with climate change,1
1094,"RT Yes! Investing in public transit, not new highways, is the kind of leadership we need in Ontario to tackle the climate crisis. ",Strongly agree with climate change,2
1095,We need to #ActNow to fight the #ClimateEmergency & limit #globalwarming by stopping #CO2 - #Emissions from #fossil fuels. Shame on us that we are leaving it to our #grandchildren who are having to fight for their future! #schoolstrike4climate #FridaysForFurture #Youth4Climate ,Strongly agree with climate change,2
1096," Is the cause of the mass extinction event we're currently experiencing, and that 95% of people are completely unaware of or outright deny.",Strongly agree with climate change,2
1097,"My concern is many making minimum wage who can't even live where they work, even if they work 2 jobs & all the extra commuting when the effects of climate change are already exacerbating.",Strongly agree with climate change,2
1098,"Short of fusing to reawaken one another, this implies to me the ascians are now destined for extinction, with both the unsundered and their office crystals gone.",irrelevant or no opinion on climate change,99
1099,I had no idea about this: A quarter of the world's plants are threatened with extinction by the year 2010. @ScienceBotikus,Neutral to climate change,0
1100,"The latest #IPCC #ClimateReport shows that we can adapt, but also urgently need to make deep and immediate emissions cuts to head off even worse impacts from climate change ",Strongly agree with climate change,2
1101,"RT Covid & climate change are ravaging red, rural areas -- killing & immiserating Republican voters. But the party refuses to lift a finger to fight either problem. ",Strongly agree with climate change,2
1102,Fertiliser price spikes could boost regenerative farming. Regenerative agriculture is something we urgently need to move towards for the health of our planet and resilience of our food supply. ,irrelevant or no opinion on climate change,99
1103,"Toxic nostalgia: Putin's war, Trumpism, and the trucker convoys... My new essay on these harrowing days ",irrelevant or no opinion on climate change,99
1104,"Its not an important story no matter how much some want it to be. Climate change, war in Ukraine and an incompetent and out of touch federal government are important stories.",Strongly agree with climate change,2
1105,2 extinction rebellion protestors were arrested. 0 anti vaxxers. MAKE IT MAKE SENSE ,Neutral to climate change,0
1106,RT Proud to announce that San Antonio has been recognized as one of 13 cities by the for our efforts to engage younger generations in climate action. Thank you to & the Hollomon Price Foundation for helping us work toward a healthier world. ,Slightly agree with climate change,1
1107,"Andreas Malm's Corona, Climate, Chronic Emergency has a good perspective on why there no real plan.",Slightly agree with climate change,1
1108,RT guardianeco: Sands of time are slipping away for England's crumbling coasts amid climate crisis ,Strongly agree with climate change,2
1109,"UK pupils failed by schools' teaching of climate crisis, experts say ",Slightly agree with climate change,1
1110,They have worse things to worry about. The climate crisis is for well off and middle class. Most people can't afford to fight climate change. And you only make them poorer by increased tax and green levies on essentials. But I don't think Carrie and @BorisJohnson Give a toss,Slightly agree with climate change,1
1111,RT The International community has been failing #TIGRAY for the whole year. An entire ethnic group is on the verge of extinction. Children are dying of famine. WHERE IS HUMANITY? #SAVETIGRAY ,irrelevant or no opinion on climate change,99
1112,"RT Scott Morrison lied to the Australian people this month over climate change, the most critical issue of our time and kept Australians in the dark over a secret $1M slush fund to a member of his own government. And we get this breathlessly tone deaf, self-absorbed gush. ",Slightly agree with climate change,1
1113,Immediate action can provide cost-effective opportunities to this climate crisis,Strongly agree with climate change,2
1114,"The report shows there is a lot in our power to shift away from fossil fuels. The technology is here & it's working. From #solar & #wind to #EVs, #heatpumps and enhanced grids. What we need this time is action from world leaders. #ElectrifyNow!  ",Strongly agree with climate change,2
1115,"RT Global Citizen Live is a 24h global event starting to unite the world to defend the planet&defeat poverty.The broadcast'll feature artists,celebrities&world leaders coming together to create change and impact climate&poverty.BTS 'll perfom at the event too ",Strongly agree with climate change,2
1116,"RT The parallels of how leaderships were stolen from and others by the establishment are striking. These acts will go down in history as sabotaging democracy whilst making society more unfair and less prepared for pandemics, climate change and disasters",Slightly agree with climate change,1
1117,"in a climate change-driven societal collapse i would simply drop-kick our profound ignorance of small-scale agriculture, overwhelming despair & inability to deal w/ all of the nuclear stuff",Strongly agree with climate change,2
1118,RT He was more vocal about the kids missing school to protest against climate change. I don't remember them throwing projectiles or carrying weapons.,Neutral to climate change,0
1119,"Nominees for the Federal Reserve Board are being interviewed by the Senate Banking Cmte. They're extremely qualified + ready to regulate banks to address climate change, poverty & racial inequality. We need their expertise + Vice Chair nominee Brainard. Confirm #BidenFedNoms! ",Slightly agree with climate change,1
1120,"RT Thin ice, thawing freezers and whaling threatened: The Alaskan town of Utqiagvik is at the forefront of the climate crisis. Since 1971, the average annual temperature there has risen by 4.8C from -13.5C to -8.7C Thread ",Strongly agree with climate change,2
1121,"Safe travels Ken... Enjoy the break from ""climate change cold weather lol"" ..",Neutral to climate change,0
1122,"RT but basically, these are people who just don't care about the issues most young people do - climate change, racism and social inequality, housing - because their only gripe with the status quo is that they're not managing it. They've got theirs, and everyone else can go to hell",Slightly agree with climate change,1
1123,Some of us deserve extinction!!! That means ANYONE who walks around outdoors with a stupid mask!!!,irrelevant or no opinion on climate change,99
1124,Climate catastrophe now inevitable without emergency action - Pearls and Irritations #EcologicalCrisis #ClimateCrisis #auspol #qldpol  #TellTheTruth listen to the scientists Demand #ClimateAction #SDG13 #SDGs ,Strongly agree with climate change,2
1125,"1. Economic growth is rapidly driving species into extinction. We're in an ecological emergency, a social emergency, and a political emergency (as Melenchon has just reminded us). We must rethink energy & economics. Degrowth may limit the damage. Thread:",Strongly agree with climate change,2
1126,And now it's global warming...would be nice if the world could come together and fix that as well; unfortunately we are in the Age of Disinformation. ,Slightly agree with climate change,1
1127,"To avoid a catastrophic #ClimateCrisis, what needs to be done and how fast? How is Oregon living up to our responsibility? Oregon-sizes the urgent, global scientific alarm bells rung by @IPCC_CH. #ORClimateAction",Strongly agree with climate change,2
1128,"RT Biden: This summer alone, communities with over 100 million Americans, 100 American Americans call home have been struck by extreme weather ",Neutral to climate change,0
1129,"TAKE ACTION TODAY: Hold the government accountable for their current climate change targets and 2030 emission reduction plan. Sign this pre-drafted email before consultations close on Friday, January 14. ",Slightly agree with climate change,1
1130, School has earned international praise for its innovative educational approaches to tackling climate change. Find out more in our news story: ,Slightly agree with climate change,1
1131,RT Did you know that the U.S. military is a bigger polluter than 100+ countries combined? There is no fighting the climate crisis without cutting the Pentagon budget.,Strongly agree with climate change,2
1132,New twitter policy: You are not allowed to contradict the scientific consensus' on climate change. You can't question covid. You can't question climate change. Soon you can't question anything. _ ,Strongly agree with climate change,2
1133,"A better solution, also for the climate crisis, would be to nationalize the whole fossil fuel industry. A couple of months ago would have been a good time, but it's never too late ",Strongly agree with climate change,2
1134,"How can we advance #Youth4Peace, #ClimateAction & #GenderEquality ? Check out this & report to find out what it will take to sustain inclusive peace on the frontlines of climate change ",Strongly agree with climate change,2
1135,A climate change #drought is threatening 13 million people across the Horn of Africa. Millions are facing severe hunger as a result of the worst drought in the region in 40 years. #Somalia ,Strongly agree with climate change,2
1136,Five must-read novels on the environment and climate crisis via ,Strongly agree with climate change,2
1137,"We've launched a major effort to reduce the price of gas at your corner gas station. Wait? What? Last week, I thought that we were in the midst of a climate crisis..planet being burnt to crisp? Confusing ",Neutral to climate change,0
1138,Storms are getting worse. Wildfires are getting worse. Droughts are getting worse. Climate action can't wait. It's time to Build Back Better.,Strongly agree with climate change,2
1139,"As a trading nation + home to key logistics companies,has strong interests in international maritime questions. Broad exchange with SG of on container port backlogs, greenhouse gas reductions, #seafarers' COVID challenges + search/rescue of refugees in the Mediterranean. ",Neutral to climate change,0
1140,Climate Crisis The problem that should be the main focus of every government on Earth ,Strongly agree with climate change,2
1141,"Excludes nuclear energy  And fossil fuels. Do you understand blue hydrogen and ammonia are fossil fuels? This is a bad energy policy. This is a deliberate act against Indigenous prosperity, further damages the Canadian economy and harms affordability. This isn't feasible. ",Slightly disagree with climate change,-1
1142,We need to stop #TigrayGenocide to avoid the extinction of the Irob people. ,irrelevant or no opinion on climate change,99
1143,Hospitals cancelling routine surgery because transport disrupted by #StormEunice Backlogs already lengthy due to Covid A global pandemic caused by encroachment on habitats of wild species Who are also under pressure from climate crisis This is what we mean by a systems crisis,Strongly agree with climate change,2
1144,"What the news isn't reporting is this man set himself on fire on Earth Day, because of the climate crisis. I don't know how to feel about this. ",Slightly agree with climate change,1
1145,What to do about cancel culture is definitely the most important issue of our times. ,irrelevant or no opinion on climate change,99
1146,"This inflation is all caused by Failed Democrat Policies. Paying people to stay home, Attacking fossil fuels by driving investors away/slow rolling permits/killing Keystone. Biden you are FLAT OUT LYING, Inflation Has ZEROto due with Putin, YOU OWN THIS CLUSTER%uck! RESIGN",irrelevant or no opinion on climate change,99
1147,#BigMoments2021 India Leads the World in the Fight against Climate Change ,Slightly agree with climate change,1
1148,Climate change has already caused and will increasingly cause Loss and Damage. ,Strongly agree with climate change,2
1149,"RT ""Larger issues than just climate change alone. Need find a way to live sustainably, place greater value on sanctity of natural world. To preserve the wonders & beauty of the natural world"" for our children All life is threatened #EndFossilFuels #NewClimateWar ",Strongly agree with climate change,2
1150,No! You can call an end to the climate scam at any time!.........Climate Explorers: Is it too late to stop climate change? ,Slightly disagree with climate change,-1
1151,..everyone scream about global warming that was supposed to drown the world over 20 yrs ago. #FakeOutrage #FalseNarrative #ClimateEmergency #ClimateCrisis,Slightly disagree with climate change,-1
1152,"The DUP aren't listening. Every time they threaten to collapse the Assembly, they risk stopping legislation on important issues such as protecting people from stalking, increasing access to integrated education and tackling the climate crisis. It's time to stop the threats. ",Strongly agree with climate change,2
1153,"2100? The time scale to avoid a climate crisis keeps increasing 2010, 2020,2030, 2050, now 2100? 80 yrs That's should be enough time to suck the livelihoods out of society .",Slightly agree with climate change,1
1154,Why India ended up looking like the villain of #Cop26 | ,Neutral to climate change,0
1155,British Prime Minister (PM) Boris Johnson has appreciated Prime Minister (PM) Imran Khan's 10 Billion Tsumani Trees programme to deal with climate change. @WePatriotFamily #___ ,Slightly agree with climate change,1
1156,#DontLookUp The fact it's not featured in mass media more is amazing. Climate change deniers still exist,Strongly agree with climate change,2
1157,"Human caused. Human crisis. The climate emergency is all about people. It was created by humans, and it will be real people who bear the cost. Displacement is one of its most devastating human consequences. ",Strongly agree with climate change,2
1158,RT SAD You Think The Same People Screaming Global Warming and World Over Populated are Going To SAVE YOU With a VACCINE !!! PLAIN IGNORANCE !!! ,Slightly disagree with climate change,-1
1159,She now watches a lot of climate TikTok and the last two days has put up home made climate change stickers in school playground (apparently another TikTok trend?) and asking a lot of questions. All thanks to you  ,Neutral to climate change,0
1160,"F..king bastards, the manking deals the climate change and these idiots simply destroy everything. Despicable species",Slightly agree with climate change,1
1161,"*The power to save the planet is inside us all  how to get past despair to powerful action on climatechange."" ( @GretaThunberg @vanessa_vash @estoknes @Fridays4future ",Strongly agree with climate change,2
1162,"It would also make the continuing destruction of the Earth's life support systems irreversible, So not to be too dramatic, but the 6th great extinction, is on you, the anyone but Corbyn brigade ",Neutral to climate change,0
1163,"I don't understand. I've been told by libertarians that the ""market"" will magically find the most efficient and best solution to climate change. What r u worried about?",Slightly agree with climate change,1
1164,I agree that the meteorite happened haha That makes sense. But from the wording I think I'm on the right track. Especially cause the global warming aspect would be nice and topical. They also didn't deny it when asked.,Neutral to climate change,0
1165,"Putin finally pulled the NUCLEAR card. He is preparing to use nukes to take Kyiv if needed. Again, all preventable if it wasn't for the stupid brain-dead climate change activists in the WH & Congress, all of which is a fraud. A NUCLEAR WAR is NOT a fraud & WILL wreck environment.",Strongly disagree with climate change,-2
1166,Is the world's most important climate legislation about to die in Congress? (and why do so many Republicans STILL deny climate change?) ,Strongly agree with climate change,2
1167,Starmer made a Big Speech Did he address climate crisis? Did he address mass poverty - and hunger - in UK? Or did he ignore them and talk about the flag & the Queen? Can someone say why Starmer positively deserves my vote (not for the negative reason that he is not Johnson)?,Slightly agree with climate change,1
1168,"The Refugee Crisis and the Climate Emergency, 24th Jan 2-4pm: Hear from speakers across the world about how people are being forced to leave homes and lose their livelihoods as a result of climate change - and how churches can help. More info here: ",Strongly agree with climate change,2
1169,As awful and barbaric as feudalism and the systems that preceded it were and argument could be made that capitalism brought on even more suffering than anything that came before it AND it's leading humanity to an extinction event.,Slightly agree with climate change,1
1170,Children are bearing the greatest burden of climate change. & teams provided cash assistance to rural children at risk of climate shocks to ensure their safety & well-being. ,Strongly agree with climate change,2
1171,"bigger existential threat at the moment, climate change or russia : russia. should we get the fuck off oil & gas in favor of renewables, you bet your ass. are we doing good work in cutting russia off, you bet your ass. europe is still putting billions into the kremlins coffers",Slightly agree with climate change,1
1172,Does nature have inherent rights to exist and flourish? Over 30 U.S. communities think so. Momentum behind the rights of nature movement is growing as environmental crises like climate change worsen. ,Strongly agree with climate change,2
1173,Want to make the world a better place? Our degrees in sustainability will enable you to help tackle the climate crisis and build a sustainable future for us all,Strongly agree with climate change,2
1174,"Before it's too late, let's make it happen. With the soil extinction food crisis will also arise. SAVE SOIL ! Now people in India can register as Earth Buddy by giving a missed call to 80000 30003 #SaveSoil #savesoilandsavepulses https://t.co/pCa1hbr39k ",Slightly agree with climate change,1
1175,"The Climate Emergency, a problem that doesn't even exist.",Strongly disagree with climate change,-2
1176,"As well as their disdain for the world, they want to destroy nature in their nuclear extinction event (but to them, that is a necessary evil of their positions)",Neutral to climate change,0
1177,"Join us and the US-China Peoples Friendship Association - New England this Sunday, March 6 at 7:30PM EST for a screening of Zero Hour: China and Climate Change RSVP to reserve your place now!  ",Neutral to climate change,0
1178,"Weather is no longer ""normal"" because of the climate crisis.",Strongly agree with climate change,2
1179,Yeah better we stop it even if it does trigger the extinction of our species.,Neutral to climate change,0
1180,"Extinction Rebellion in England, young people dedicated to trying to put an end to the catastrophe appalled by the behaviour of the older generation trying to stop this madness before it consumes us all. Well, that's the hope for the future. ",Slightly agree with climate change,1
1181,Yes! Pass #BuildBackBetter - we need climate action. @Sen_JoeManchin,Strongly agree with climate change,2
1182,I'm sure the govt will figure out how to shift the tax burden around as we transition away from fossil fuels.,Slightly agree with climate change,1
1183,"Climate Scientists were arrested today after climate change protest. Pls take time to watch this video and search ""Scientist Protest"" to know about what's happening on nature right now. #ScienceProtest #LetTheEarthBreath #ClimateChangeAwarenes ",Neutral to climate change,0
1184,"#____ @SyedRahmanAhmed To address the triple crisis of covid pandemic, economic downturn, and climate emergency, we need a comprehensive strategy that should include:",Strongly agree with climate change,2
1185,"Look at Matt crying about the police. More evidence that the GOP doesn't ""back the blue"" unless they're beating up their ""enemies"" (BLM, Antifa, or just plain old ""libs""). $555B for clean energy and to fight the climate crisis. That's half of 1% of the budget.Predator MG whining.",Neutral to climate change,0
1186,It's 2 weeks since I walked 'free' from prison. Free from confinement but not free from the inaction of our ecocidal government. Certainly not free from my duty to tell the truth and act on it... which I will continue to do. In a climate crisis none of us are free. #ActNow,Strongly agree with climate change,2
1187,That Australia and the world can focus on #AustralianOpen and ignore refugees tortured by Australia for 9 years illustrates why we need a trauma informed world. We're kidding ourselves if we think we can handle the climate crisis when we can't get the basics right. #HealingTrauma,Strongly agree with climate change,2
1188,  Climate change  ERC-20 Token  Planet DAO  Charity & Help  Metaverse & NFT  Earth Merch  KYC & Certik  LP locked > 1 year #Earthtoken #EARTH $Earth  Website: https://t.co/inEfmCvOgq Telegram: ,Slightly agree with climate change,1
1189,"It really doesn't. Democrats are like the police. There are no good ones, because the good ones lie for, cover for, and funnel donations to the bad ones. I can't pay my doctor in intentions. Intentions won't reduce global emissions or slow climate change. Fuck intentions.",Strongly agree with climate change,2
1190,"RT ""This is greenwashing!"" and Jennifer Morgan interrupt and challenge Shell, BP and the big banks' #COP26 carbon offsetting panel. Carbon offsetting is a way for polluters to avoid real emissions cuts, avoid real climate action!"" Via Green Peace ",Strongly agree with climate change,2
1191,"UK is 1% of global emissions m About 15% of UK's carbon emissions are residential and that's everything, not just heating. A lot of houses are already well insulated. I don't think the savings you are hoping for are there. You'd be lucky to save 0.01% of global emissions",Neutral to climate change,0
1192,"""In this Q&A, rounds up the best charts, analysis and commentary on what #Russia's #invasion of #Ukraine means for #energy, commodities and, ultimately, #ClimateAction."" The #ClimateCrisis is an ongoing #ClimateEmergency, folks. ",Strongly agree with climate change,2
1193,"Despite the hype, fantasy and false hopes about renewable energy, fossil fuels will supply more than 75% of US energy in 2050 -- 4X more than renewables (solar, windmills, etc.) -- according to EIA's new Energy Outlook 2022 ",Neutral to climate change,0
1194,"There is NO ""climate crisis"". The manipulated ""data"" from IPCC differs by over 5 degrees from ACTUAL MEASUREMENTS, and the climate hoaxers ignore the FACTS that greater freezes and hotter summers occurred before fossil fuel use.",Strongly disagree with climate change,-2
1195,How Patriarchy Has Contributed to the Climate Crisis https://t.co/Kik5KQJPjG Ecofeminism explains the connection.,Strongly agree with climate change,2
1196,"The Ministry of Environment, Forest and Climate Change : Freagles and their life after labs - Sign the Petition! via @ChangeOrg_India",Slightly agree with climate change,1
1197,I'm more concerned that at a time when we need to be doing a great deal more to deal with the challenge climate change presents that they are cutting funding. This is the complete opposite of what we need to be doing. ,Strongly agree with climate change,2
1198,"on advising Trump: I believe this is doing good, so will remain on council & keep at it. In addition, I again raised climate. Doing otherwise would be wrong."" Alliance with a climate-denier is ""doing wrong,"" you goddamn sociopath. Poor Nikola.",Strongly agree with climate change,2
1199,"Joe Biden never wastes an opportunity to push his BS pseudo-science climate agenda, even during an energy crisis. No shame. ",Strongly disagree with climate change,-2
1200,"If I go back in time and tell my younger self ""Don't be so anxious, now there isn't even a pandemic and a catastrophic climate change, or to be precise there is, but now is much worse"", would it work? I don't think so. Younger self is condemned to worry for trivial things.",Strongly agree with climate change,2
1201,"""most households in Alberta, Saskatchewan, Manitoba and Ontario will see a net loss resulting from federal carbon pricing. That is, the costs they faceincluding the federal carbon levy, higher GST and lower incomeswill exceed the Climate Action Incentive rebate they receive""",Neutral to climate change,0
1202,"Climate Change is a scam! Every ""expert"" preaching it, is making millions do so!",Strongly disagree with climate change,-2
1203,UPDATE: After 5 hours Max has been arrested. This action demonstrates the power of what one body can do to confront the system we call Australia. It is only by removing the possibility of business as usual that we can create space for true climate action. #BlockadeAustralia ,Strongly agree with climate change,2
1204,"Covid lockdowns, CIA, Climate Change, Conspiracy: Are there any connections? ",Slightly disagree with climate change,-1
1205,"Climate Change: It's real. It's us. It's serious - and becoming dangerous. But there is hope: there are solutions. The faster we cut our emissions and take carbon out of the atmosphere, the less suffering there will be. #EarthDay2022",Strongly agree with climate change,2
1206,"Lol , no!- I'm sayingClimate change has always existed. I'm stating that humans burning fossil fuels for just 200 years in large amounts has no effect on global temperatures. Man made global warming is bullshit. The facts are there , if you take off the blinkers. ",Slightly disagree with climate change,-1
1207,"No consultation, no justification, no mitigation, no published plans to restore, no Flood Prevention plan. We can't just build our way out of a climate crisis leaving everything special about #belfast in a wood chipper. Help! ",Strongly agree with climate change,2
1208,"Not the sole cause, the primary cause. Be precise #DontLookUp #ClimateBrawl Anthropogenic forcing and response yield observed positive trend in Earth's energy imbalance https://t.co/c6lVyXbLUN On the causal structure between CO2 and global temperature ",Strongly agree with climate change,2
1209,U know what's also funny. Most of u live in first world countries that do the most damage on the planet. But you'll never speak out for the third world countries that'd face terrible effects as climate change gets worst. Y'all cries mean nothing.,Strongly agree with climate change,2
1210,What's #BorisJohnson not talking about at #COP26? The carbon emissions of the world's militaries - who are exempt from even counting them! Military power is directly undermining action against climate change. We need to #CountMilitaryCarbon! #NoWarNoWarming,Slightly agree with climate change,1
1211,I know that sports struggle for financial support but this is the same as tobacco sponsorship & a bad choice. Hancock Prospecting & Gina openly dismiss the impact of fossil fuels on climate change. So ironic when many winter sports are highly exposed to global warming.#climate ,Strongly agree with climate change,2
1212,Add them to the list of garbage we need to deal with. Tell me what climate change and economic inequality have to do with each other.,Slightly agree with climate change,1
1213,"I don't understand how people are surprised about what's happening to house prices, have you all been living under a rock? The inflation spike has been expected for years. Financial illiteracy is gonna cause extinction ",irrelevant or no opinion on climate change,99
1214,"The reason Hospital's are killing people. Climate change, God his fighting there's no way outside Country can dig an take things here an build life for them an we have to suffer, an now they're killing us to continue, not this time. GOD GOD GOD ",Slightly agree with climate change,1
1215,C'mon Kelvin its not masks... It climate change. P.S. Did you know elites have a tornado gun? ,Slightly agree with climate change,1
1216,RT POW! #Climate activists from Ocean Rebellion vomited' oil onto the ground outside of the IMO headquarters in London. There is no planet B. We have better solutions than fossil fuels. Implement them. #ActOnClimate #ClimateAction #climatecrisis #ClimateEmergency #energy ,Strongly agree with climate change,2
1217,"FLIGHT FOR CHANGE: Minster for Transport Eamon Ryan, has said the delays in Dublin airport are causing people to miss their flights which in turn reduces their carbon footprint so it's actually a good way to tackle climate change. ",Slightly agree with climate change,1
1218,"NYTimes op-ed urges increasing production of oil, gas and coal. The climate agenda is dead. ",Slightly disagree with climate change,-1
1219,1) Rezoning is easier and cheaper - lots of land to rezone for higher density housing. 2) It takes billions of dollars (and decades) to build just a few subway stops in NYC. 3) There would need to be extensive review and time devoted to potential climate change impacts. ,Slightly agree with climate change,1
1220,"Musk is doing more helping Ukraine than Biden. Biden solution, offer a ride to President of  so the resistance to KGB colonel Putin collapses. Biden is concern about bad optics & wants Ukraine over. Biden gets back to fighting the 4 billion yr old climate change. Biden! ",Slightly disagree with climate change,-1
1221,"Up next? How about a scandal involving CLIMATE CHANGE too?! One where 2+ judges HELPED cheat & defraud 1200 students (who NEVER found out)? An UNTOLD story of #plagiarism, contest cheating, academic & admissions fraud CAREER FRAUD & orchestrated cover-up? ",Neutral to climate change,0
1222,Trump said climate change was a hoax and blamed historic forest fires on not raking. Because he's an absolute idiot. Don't give cover to an idiot.,Slightly agree with climate change,1
1223,3 Lessons From Dr. King's Letter From A Birmingham Jail For The Climate Crisis ,Strongly agree with climate change,2
1224,That's what they want tho. This is not about a virus but about severely restricting international travel because climate change',Slightly agree with climate change,1
1225,"To be fair the world today is very different to the world 30 years ago. Few brands have not made a statement about climate change, lgbt or black lives matter. A fairer comparison will always be Yemen and Palestine",Slightly agree with climate change,1
1226,"""Our path to systems collapse is not due to an earthquake, climate change, a nuclear war, or even the COVID-19 pandemic. Instead, most of our maladies are self-inflicted."" ",Slightly agree with climate change,1
1227,Weird to see Labour calling for Just Stop Oil protests to be banned - without mentioning the climate crisis or the government's lacklustre energy plans. Just advocating for protest to be criminalised.,Strongly agree with climate change,2
1228,I could see the Romance state and the broader Mediterranean region go their own way. They'll be a lot more prosperous and already do far better on the climate change front.,Slightly agree with climate change,1
1229,RT More Than a Third of Shark Species Are Now Threatened With Extinction: ,irrelevant or no opinion on climate change,99
1230,RT climate change is irreversible we need to fuck TODAY ,Strongly agree with climate change,2
1231,RT A 1.5C world is possible. Fighting species extinction is possible. Phasing out coal as an imperative is possible. Living in harmony with nature is possible. All it takes is #ClimateAction. #ItsPossible ,Strongly agree with climate change,2
1232,Global reduction of #FossilFuels is essential to reducing the serverity of #ClimateChange Planting a trillions #trees   will be good for the environment but will not save us from the #ClimateCrisis ,Strongly agree with climate change,2
1233,If we cut our use of Fossil Fuels we could just tell Russia to fuck off. Wouldn't that be nice?,Neutral to climate change,0
1234,"If Pierre Poilievre had his way there would be no social programs, no climate change plan, the rich would be richer, the poor would be pooer, he would cancel cbc, change the banking system but most of all he would destroy Canada in 6 months. Poilievre is a dangerous lunatic ",Slightly agree with climate change,1
1235,"""If global warming, then why weather. If water hydrogen and oxygen, then why air?",Neutral to climate change,0
1236,"..it's climate denial & ecocide; unnecessary destruction of Ontario, the planet & children's futures purely for greed & can only happen with corrupt environmental assessments, corrupt politicians & accelerates global heating & the Global Climate & Biodiversity Emergency here now ",Strongly agree with climate change,2
1237,"RT Morrison's boast about increased Defence spending is strange, coming from a government that has long said that it couldn't possibly act on the other great security threat of our time climate change without knowing the full cost.today: ",Slightly agree with climate change,1
1238,Week 148 Bega Climate Strike because it is a climate emergency #Bega #BegaGreens #climateemergency #climateaction ,Strongly agree with climate change,2
1239,Upcoming event about helping kids understand climate change - and what we can do about it! ,Slightly agree with climate change,1
1240,"Oh, so what happened to the so called global warming enthusiast Bill Gates and his clan? Depositing so much money into SA towards it but quiet about this? ",Neutral to climate change,0
1241,"97% consensus on climate change? More like 99.94%, study finds Not that it matters much: Just like the tobacco companies knew, oil companies have been aware of climate change for decades, but continue to fund denier and pro-fossil fuel media ",Slightly agree with climate change,1
1242,"Dan Wootton: ""Extinction Rebellion and Just Stop Oil are not peaceful protesters. If their cause was more sinister, there is no way police would stand blindly by and allow this madness to continue"" GB News on YouTube ",Neutral to climate change,0
1243,Senator Hawley: Why is DHS Focusing on Woke Climate Agenda Instead of Border Crisis? ,Slightly disagree with climate change,-1
1244,"Why not fully fund charities, climate action, health & emergency services & leave the ADF & ASIO to get donations & run cake stalls & raffles?",Slightly agree with climate change,1
1245,Let's say you want to donate $25 to fighting climate change. Where should your money go?,Slightly agree with climate change,1
1246,"ST article: lack of appetite among SG voters for non-material issues such as civil liberties and human rights. Oh? Didn't know hunger, soaring inequality, structural racism (eg discrimination from housing, jobs, education), climate crisis, lack of healthcare etc is non-material ",Slightly agree with climate change,1
1247,"Next Five Years: High Possibility - Mass world cyber attacks - Loss of internet rights - Civil wars - Climate change lockdowns - Housing price crash - Many #ALTCOINS to 0 - Commodities parabola - Stock market crash ----- If this is true, how do you deal with it all?",Neutral to climate change,0
1248,'catastrophic climate change that could well cause the collapse of these human economies that economists think are so incredibly adaptable' ,Strongly agree with climate change,2
